time,time_diff,temp,tod,season,pressure,humidity,dew_pt,clouds,wind_speed,wind_deg,4020824211773201175,4025185137773201155,4067173146773201181,4091235214773201212,4015213417077320185,4010224513677320196,403037224773201139,406908213773201128,40024920777320136,40217218126773201172,405322121277320127,402272285877320170,401400620977320137,409061132773201254,4016624233773201214,40245178127773201199
1647133200.0,162000.0,0.2536451245591135,0.0434782608695652,0.9230769230769232,0.9864209505334628,0.64,0.9037978218374756,0.53,0.8435155412647374,0.8416666666666667,19.85,19.29,19.63,19.51,19.85,18.95,19.63,20.3,19.74,20.3,18.84,19.51,19.96,20.08,19.51,20.19
1647136800.0,165600.0,0.2473963396006332,0.0869565217391304,0.9230769230769232,0.9873908826382152,0.61,0.9010053057805082,0.44,0.8788853161843515,0.8472222222222222,20.08,19.4,19.85,19.74,19.96,19.06,19.74,20.3,19.96,20.3,19.4,19.85,20.08,20.19,19.51,20.19
1647140400.0,169200.0,0.2416474574388313,0.1304347826086956,0.9230769230769232,0.9893307468477208,0.62,0.9007260541748116,0.33,0.8285101822079315,0.8472222222222222,19.4,18.73,19.06,19.06,19.17,18.28,19.06,20.3,19.06,19.4,18.5,18.95,19.4,19.51,18.73,19.51
1646974800.0,0.0,0.4721026467075846,0.217391304347826,0.9010989010989012,0.988360814742968,0.9,0.9524225076794192,0.1,0.1554126473740621,0.625,32.45,32.0,32.34,32.22,32.34,31.44,32.0,32.9,-196.6,-196.6,-196.6,-196.6,32.34,32.45,32.11,32.11
1646978400.0,3600.0,0.4626044935706946,0.2608695652173913,0.9010989010989012,0.988360814742968,0.91,0.9517243786651772,0.0,0.1736334405144694,0.6305555555555555,31.1,30.76,31.21,31.77,30.42,28.85,29.19,31.1,-196.6,-196.6,-196.6,-196.6,30.54,30.76,30.31,30.65
1646982000.0,7200.0,0.4698530841225317,0.3043478260869565,0.9010989010989012,0.988360814742968,0.91,0.9525970399329796,0.02,0.2015005359056806,0.6333333333333333,29.52,28.96,28.85,29.41,29.41,29.08,29.3,31.1,-196.6,-196.6,-196.6,-196.6,29.08,29.64,29.3,29.19
1646985600.0,10800.0,0.4756019662843336,0.3478260869565217,0.9010989010989012,0.988360814742968,0.92,0.9538187657079028,0.12,0.165058949624866,0.675,27.5,27.05,27.39,27.61,27.27,26.83,27.16,28.4,-196.6,-196.6,-196.6,-196.6,27.39,27.61,27.61,27.5
1646989200.0,14400.0,0.4828505568361707,0.391304347826087,0.9010989010989012,0.988360814742968,0.93,0.9553197430885229,0.28,0.1779206859592711,0.6638888888888889,26.71,26.6,26.94,27.27,26.04,25.36,25.7,26.6,-196.6,-196.6,-196.6,-196.6,26.15,26.38,26.15,26.49
1646992800.0,18000.0,0.4870997306079374,0.4347826086956521,0.9010989010989012,0.988360814742968,0.93,0.9559131527506284,0.3,0.172561629153269,0.6527777777777778,26.94,26.04,26.49,26.94,26.6,25.92,26.15,27.5,-196.6,-196.6,-196.6,-196.6,26.49,27.05,26.38,26.71
1646996400.0,21600.0,0.4903490987863471,0.4782608695652174,0.9010989010989012,0.988360814742968,0.93,0.9545867076235688,0.31,0.1779206859592711,0.6472222222222223,25.7,25.48,25.36,25.92,25.81,24.8,25.14,25.7,-196.6,-196.6,-196.6,-196.6,25.36,25.81,25.25,25.59
1647000000.0,25200.0,0.4998472519232372,0.5217391304347826,0.9010989010989012,0.988360814742968,0.93,0.9556339011449314,0.27,0.1907824222936763,0.6194444444444445,26.83,26.49,26.6,26.71,26.71,25.81,26.38,27.5,-196.6,-196.6,-196.6,-196.6,27.05,26.94,26.49,26.6
1647003600.0,28800.0,0.5705834976532341,0.5652173913043478,0.9010989010989012,0.9873908826382152,0.83,0.9602415526389276,0.11,0.202572347266881,0.575,32.0,32.11,35.6,31.66,30.31,30.76,31.77,32.9,-196.6,-196.6,-196.6,-196.6,35.26,33.91,40.21,31.66
1647007200.0,32400.0,0.6370705696114645,0.6086956521739131,0.9010989010989012,0.9873908826382152,0.75,0.9638718235129852,0.1,0.2915326902465166,0.5444444444444444,45.72,46.29,45.39,42.46,44.83,45.5,45.05,45.5,44.71,45.5,43.7,41.45,44.83,44.6,44.49,43.7
1647010800.0,36000.0,0.6945593912294832,0.6521739130434783,0.9010989010989012,0.9873908826382152,0.68,0.9667341524713766,0.08,0.3397642015005359,0.5277777777777778,52.81,53.04,52.7,50.67,54.84,54.28,55.51,55.4,52.81,53.6,50.9,51.01,52.7,52.7,51.91,51.57
1647014400.0,39600.0,0.7457994278890216,0.6956521739130435,0.9010989010989012,0.9864209505334628,0.61,0.9687936330633902,0.06,0.4372990353697749,0.5138888888888888,56.19,57.31,57.54,55.06,59.34,55.4,58.32,57.2,57.42,56.3,56.53,57.76,57.09,57.65,55.96,58.21
1647018000.0,43200.0,0.7872913600133308,0.7391304347826086,0.9010989010989012,0.9844810863239574,0.56,0.9700153588383132,0.05,0.465166130760986,0.5083333333333333,60.57,60.91,61.25,59.56,61.81,58.89,61.59,60.8,60.91,59.9,59.0,61.59,60.46,61.03,59.9,62.38
1647021600.0,46800.0,0.8197850417974284,0.782608695652174,0.9010989010989012,0.982541222114452,0.51,0.969561574979056,0.04,0.4758842443729904,0.5333333333333333,62.71,62.94,62.94,62.04,64.63,61.36,63.05,61.7,63.16,62.6,61.14,63.61,62.49,63.72,61.03,64.51
1647025200.0,50400.0,0.8387813480712085,0.8260869565217391,0.9010989010989012,0.9815712900096992,0.49,0.9700153588383132,0.0,0.5391211146838156,0.5555555555555556,65.19,64.85,65.19,64.96,66.31,64.06,65.86,63.5,65.86,65.3,63.28,65.3,65.07,66.31,64.51,66.43
1647028800.0,54000.0,0.8400311050629045,0.8695652173913043,0.9010989010989012,0.9806013579049466,0.5,0.9706785814018428,0.0,0.5702036441586281,0.5611111111111111,67.66,66.65,67.1,65.19,67.77,65.64,66.99,66.2,68.0,68.9,67.1,68.0,66.09,66.76,65.52,68.68
1647032400.0,57600.0,0.8327825145110673,0.9130434782608696,0.9010989010989012,0.979631425800194,0.53,0.9731220329516892,0.06,0.5723472668810289,0.5444444444444444,67.21,66.76,67.32,65.97,68.11,66.09,66.54,67.1,68.34,67.1,66.88,66.99,66.43,66.76,66.88,69.01
1647036000.0,61200.0,0.8015385897186659,0.9565217391304348,0.9010989010989012,0.979631425800194,0.62,0.9765777715721864,0.2,0.4962486602357985,0.5083333333333333,66.31,64.63,66.31,64.51,66.65,64.85,65.75,67.1,66.88,67.1,67.1,65.75,65.41,66.99,64.85,68.11
1647039600.0,64800.0,0.7300524897936512,1.0,0.9010989010989012,0.9786614936954412,0.74,0.9762636135157776,0.25,0.3922829581993569,0.4861111111111111,58.78,57.76,58.21,57.88,58.1,57.2,57.88,59.0,59.11,59.0,58.55,58.1,58.44,58.66,57.99,59.11
1647043200.0,68400.0,0.6700641541922404,0.0,0.912087912087912,0.979631425800194,0.83,0.9738550684166434,0.23,0.3054662379421222,0.5166666666666667,54.5,53.94,54.05,53.71,54.05,53.26,54.16,55.4,54.16,54.5,53.38,54.05,54.84,54.5,53.94,54.28
1647046800.0,72000.0,0.6525675563084956,0.0434782608695652,0.912087912087912,0.979631425800194,0.86,0.9730522200502651,1.0,0.262593783494105,0.5722222222222222,51.35,50.79,51.24,51.69,51.35,49.44,49.21,51.8,51.69,50.9,50.79,50.9,51.57,52.03,50.9,51.01
1647050400.0,75600.0,0.6450690143583193,0.0869565217391304,0.912087912087912,0.9786614936954412,0.88,0.9732616587545376,1.0,0.255091103965702,0.5666666666666667,46.63,46.63,47.75,48.2,44.6,42.58,42.91,44.6,45.39,45.5,44.71,45.05,46.17,45.84,45.95,45.28
1647054000.0,79200.0,0.6385702780014997,0.1304347826086956,0.912087912087912,0.976721629485936,0.9,0.9735409103602344,1.0,0.202572347266881,0.5305555555555556,48.54,47.97,48.42,49.32,47.19,44.71,44.49,47.3,48.42,48.2,47.19,47.3,47.19,47.41,46.63,47.08
1647057600.0,82800.0,0.6305718332546449,0.1739130434782608,0.912087912087912,0.9757516973811832,0.93,0.9735758168109468,1.0,0.2068595927116827,0.5472222222222223,46.4,46.17,46.51,46.74,45.84,44.94,45.84,47.3,46.63,46.4,45.61,46.29,45.95,46.06,45.72,45.95
1647061200.0,86400.0,0.663565417835421,0.217391304347826,0.912087912087912,0.973811833171678,0.9,0.9766126780228984,1.0,0.2433011789924973,0.5333333333333333,39.65,39.2,39.54,39.54,39.09,37.51,38.41,40.1,39.76,40.1,38.86,39.31,39.42,39.42,39.09,39.2
1647064800.0,90000.0,0.6538173133001917,0.2608695652173913,0.912087912087912,0.9718719689621726,0.94,0.9773806199385646,1.0,0.2379421221864952,0.5055555555555555,38.19,37.51,37.74,37.74,37.85,36.84,37.74,38.3,38.3,38.3,37.4,37.85,37.96,37.85,37.74,37.96
1647068400.0,93600.0,0.6683144944038659,0.3043478260869565,0.912087912087912,0.9699321047526672,0.96,0.9805222005026528,1.0,0.2840300107181136,0.5361111111111111,37.96,37.4,37.63,37.63,37.74,36.61,37.4,38.3,37.74,38.3,36.84,37.63,38.08,38.08,37.51,37.85
1647072000.0,97200.0,0.6718138139806149,0.3478260869565217,0.912087912087912,0.967992240543162,0.98,0.9820231778832728,1.0,0.1907824222936763,0.5,41.0,40.55,40.78,40.89,40.44,39.09,39.99,41.0,40.78,41.0,40.1,40.66,40.89,41.0,40.33,40.89
1647075600.0,100800.0,0.6705640569889189,0.391304347826087,0.912087912087912,0.9670223084384092,0.97,0.9818137391790002,1.0,0.0782422293676313,0.025,43.92,43.25,43.81,43.36,43.59,42.8,43.59,44.6,43.81,44.6,42.91,43.59,43.7,43.92,43.47,43.59
1647079200.0,104400.0,0.6275724164745745,0.4347826086956521,0.912087912087912,0.967992240543162,0.94,0.9742390393744764,1.0,0.4458735262593783,0.9944444444444444,37.4,36.61,36.95,36.28,37.06,35.94,36.72,37.4,37.06,37.4,36.39,36.95,36.84,37.17,36.72,36.84
1647082800.0,108000.0,0.4863498764129197,0.4782608695652174,0.912087912087912,0.97090203685742,0.93,0.9538885786093269,1.0,0.5444801714898178,0.9388888888888888,31.77,31.33,31.55,31.44,31.55,30.65,31.77,32.0,31.66,32.0,31.1,31.55,31.89,31.77,31.66,32.0
1647086400.0,111600.0,0.4476074096703419,0.5217391304347826,0.912087912087912,0.97090203685742,0.95,0.9495601787210276,1.0,0.3633440514469453,0.9666666666666668,31.21,30.54,31.33,31.21,31.21,30.31,31.1,32.0,31.33,32.0,30.99,31.44,31.55,31.33,30.88,31.66
1647090000.0,115200.0,0.4376093537367734,0.5652173913043478,0.912087912087912,0.97090203685742,0.96,0.9484082658475286,1.0,0.4694533762057877,0.9277777777777778,28.96,28.74,28.74,28.63,28.85,27.73,28.96,29.3,29.19,29.3,28.4,28.63,29.08,28.85,29.3,29.19
1647093600.0,118800.0,0.4196128530563501,0.6086956521739131,0.912087912087912,0.9718719689621726,0.9,0.9429628595364422,1.0,0.4790996784565916,0.9527777777777776,27.27,27.05,27.05,27.05,27.16,26.04,27.27,27.5,27.39,27.5,26.49,26.94,27.39,27.27,27.39,27.39
1647097200.0,122400.0,0.4096147971227817,0.6521739130434783,0.912087912087912,0.9728419010669254,0.81,0.9368891371125384,1.0,0.5648445873526259,0.9444444444444444,28.63,28.51,28.29,28.17,28.51,27.16,28.4,28.4,28.85,29.3,27.73,28.17,29.19,28.51,29.08,28.74
1647100800.0,126000.0,0.4008664981809092,0.6956521739130435,0.912087912087912,0.973811833171678,0.73,0.9311644791957552,1.0,0.8285101822079315,0.8861111111111111,27.95,28.17,26.94,26.94,27.61,26.38,28.06,26.6,27.95,27.5,25.48,26.38,27.61,28.17,28.51,27.39
1647104400.0,129600.0,0.3601244202516178,0.7391304347826086,0.912087912087912,0.9747817652764308,0.72,0.9246718793633062,1.0,0.9410503751339764,0.8861111111111111,29.86,29.41,29.08,28.51,29.64,28.29,29.41,27.5,29.52,28.4,26.38,27.95,29.19,30.09,29.3,28.85
1647108000.0,133200.0,0.3416280167745161,0.782608695652174,0.912087912087912,0.976721629485936,0.7,0.920762356883552,1.0,0.8660235798499464,0.8777777777777778,28.17,27.61,28.06,27.39,28.74,27.27,28.96,26.6,28.29,26.6,24.91,27.27,27.73,28.74,27.73,28.17
1647111600.0,136800.0,0.3406282111811592,0.8260869565217391,0.912087912087912,0.976721629485936,0.68,0.9191217537000838,1.0,0.8660235798499464,0.8666666666666667,29.08,28.4,28.85,28.29,29.3,27.84,29.75,26.6,29.3,28.4,25.92,28.51,29.41,29.64,28.29,29.64
1647115200.0,140400.0,0.3413780653761769,0.8695652173913043,0.912087912087912,0.9776915615906888,0.66,0.918109466629433,1.0,0.8949624866023579,0.8694444444444445,28.06,27.27,27.5,26.71,28.4,27.27,29.19,26.6,27.73,27.5,24.91,27.39,28.96,28.85,27.95,29.08
1647118800.0,144000.0,0.3336295720276613,0.9130434782608696,0.912087912087912,0.9786614936954412,0.66,0.9166783021502374,0.79,0.8938906752411575,0.8638888888888889,29.08,28.74,27.5,27.61,28.85,28.06,30.42,28.4,28.74,28.4,26.26,27.39,30.2,29.3,28.51,30.2
1647122400.0,147600.0,0.3011358902435637,0.9565217391304348,0.912087912087912,0.9806013579049466,0.67,0.9130480312761796,0.7,0.8370846730975348,0.8611111111111112,25.14,24.58,24.01,24.35,25.14,24.35,25.92,25.7,25.02,24.8,23.67,24.24,25.02,25.14,24.35,25.7
1647126000.0,151200.0,0.2633932290943427,1.0,0.912087912087912,0.982541222114452,0.68,0.9080913152750628,0.72,0.8735262593783495,0.8472222222222222,20.64,20.08,20.41,20.41,20.64,19.74,20.64,21.2,20.64,21.2,19.74,20.53,20.86,20.86,20.19,20.86
1647129600.0,154800.0,0.2431471658288666,0.0,0.9230769230769232,0.9844810863239574,0.7,0.9061365540351856,0.63,0.827438370846731,0.8416666666666667,19.96,19.17,19.63,19.63,19.85,18.95,19.74,20.3,19.74,20.3,19.06,19.63,19.96,20.08,19.4,20.08
1647133200.0,158400.0,0.2336490126919765,0.0434782608695652,0.9230769230769232,0.9864209505334628,0.71,0.9056129572745044,0.12,0.8167202572347267,0.8388888888888889,19.85,19.29,19.63,19.51,19.85,18.95,19.63,20.3,19.74,20.3,18.84,19.51,19.96,20.08,19.51,20.19
1647136800.0,162000.0,0.231899352903602,0.0869565217391304,0.9230769230769232,0.9873908826382152,0.73,0.9063459927394582,0.12,0.7588424437299035,0.8333333333333334,20.08,19.4,19.85,19.74,19.96,19.06,19.74,20.3,19.96,20.3,19.4,19.85,20.08,20.19,19.51,20.19
1647140400.0,165600.0,0.2326492070986197,0.1304347826086956,0.9230769230769232,0.9893307468477208,0.69,0.9044261379502933,0.37,0.7888531618435156,0.8305555555555556,19.4,18.73,19.06,19.06,19.17,18.28,19.06,20.3,19.06,19.4,18.5,18.95,19.4,19.51,18.73,19.51
1647144000.0,169200.0,0.225900519343461,0.1739130434782608,0.9230769230769232,0.9903006789524732,0.7,0.903623289583915,0.42,0.7416934619506966,0.8277777777777777,19.4,18.84,19.29,19.29,19.29,18.16,18.95,19.4,19.29,19.4,18.73,19.17,19.29,19.4,18.73,19.51
1646978400.0,0.0,0.4626044935706946,0.2608695652173913,0.9010989010989012,0.988360814742968,0.89,0.9507819044959508,0.09,0.1736334405144694,0.6305555555555555,31.1,30.76,31.21,31.77,30.42,28.85,29.19,31.1,-196.6,-196.6,-196.6,-196.6,30.54,30.76,30.31,30.65
1646982000.0,3600.0,0.4523564862387869,0.3043478260869565,0.9010989010989012,0.988360814742968,0.9,0.9500139625802848,0.0,0.2015005359056806,0.6333333333333333,29.52,28.96,28.85,29.41,29.41,29.08,29.3,31.1,-196.6,-196.6,-196.6,-196.6,29.08,29.64,29.3,29.19
1646985600.0,7200.0,0.4608548337823202,0.3478260869565217,0.9010989010989012,0.988360814742968,0.91,0.9515149399609046,0.06,0.165058949624866,0.675,27.5,27.05,27.39,27.61,27.27,26.83,27.16,28.4,-196.6,-196.6,-196.6,-196.6,27.39,27.61,27.61,27.5
1646989200.0,10800.0,0.4698530841225317,0.391304347826087,0.9010989010989012,0.988360814742968,0.92,0.953085730242949,0.19,0.1779206859592711,0.6638888888888889,26.71,26.6,26.94,27.27,26.04,25.36,25.7,26.6,-196.6,-196.6,-196.6,-196.6,26.15,26.38,26.15,26.49
1646992800.0,14400.0,0.4768517232760297,0.4347826086956521,0.9010989010989012,0.988360814742968,0.92,0.9539932979614631,0.22,0.172561629153269,0.6527777777777778,26.94,26.04,26.49,26.94,26.6,25.92,26.15,27.5,-196.6,-196.6,-196.6,-196.6,26.49,27.05,26.38,26.71
1646996400.0,18000.0,0.4828505568361707,0.4782608695652174,0.9010989010989012,0.988360814742968,0.93,0.9553197430885229,0.25,0.1779206859592711,0.6472222222222223,25.7,25.48,25.36,25.92,25.81,24.8,25.14,25.7,-196.6,-196.6,-196.6,-196.6,25.36,25.81,25.25,25.59
1647000000.0,21600.0,0.4998472519232372,0.5217391304347826,0.9010989010989012,0.988360814742968,0.93,0.9556339011449314,0.27,0.1907824222936763,0.6194444444444445,26.83,26.49,26.6,26.71,26.71,25.81,26.38,27.5,-196.6,-196.6,-196.6,-196.6,27.05,26.94,26.49,26.6
1647003600.0,25200.0,0.5705834976532341,0.5652173913043478,0.9010989010989012,0.9873908826382152,0.83,0.9602415526389276,0.11,0.202572347266881,0.575,32.0,32.11,35.6,31.66,30.31,30.76,31.77,32.9,-196.6,-196.6,-196.6,-196.6,35.26,33.91,40.21,31.66
1647007200.0,28800.0,0.6370705696114645,0.6086956521739131,0.9010989010989012,0.9873908826382152,0.75,0.9638718235129852,0.1,0.2915326902465166,0.5444444444444444,45.72,46.29,45.39,42.46,44.83,45.5,45.05,45.5,44.71,45.5,43.7,41.45,44.83,44.6,44.49,43.7
1647010800.0,32400.0,0.6945593912294832,0.6521739130434783,0.9010989010989012,0.9873908826382152,0.68,0.9667341524713766,0.08,0.3397642015005359,0.5277777777777778,52.81,53.04,52.7,50.67,54.84,54.28,55.51,55.4,52.81,53.6,50.9,51.01,52.7,52.7,51.91,51.57
1647014400.0,36000.0,0.7457994278890216,0.6956521739130435,0.9010989010989012,0.9864209505334628,0.61,0.9687936330633902,0.06,0.4372990353697749,0.5138888888888888,56.19,57.31,57.54,55.06,59.34,55.4,58.32,57.2,57.42,56.3,56.53,57.76,57.09,57.65,55.96,58.21
1647018000.0,39600.0,0.7872913600133308,0.7391304347826086,0.9010989010989012,0.9844810863239574,0.56,0.9700153588383132,0.05,0.465166130760986,0.5083333333333333,60.57,60.91,61.25,59.56,61.81,58.89,61.59,60.8,60.91,59.9,59.0,61.59,60.46,61.03,59.9,62.38
1647021600.0,43200.0,0.8197850417974284,0.782608695652174,0.9010989010989012,0.982541222114452,0.51,0.969561574979056,0.04,0.4758842443729904,0.5333333333333333,62.71,62.94,62.94,62.04,64.63,61.36,63.05,61.7,63.16,62.6,61.14,63.61,62.49,63.72,61.03,64.51
1647025200.0,46800.0,0.8387813480712085,0.8260869565217391,0.9010989010989012,0.9815712900096992,0.49,0.9700153588383132,0.0,0.5391211146838156,0.5555555555555556,65.19,64.85,65.19,64.96,66.31,64.06,65.86,63.5,65.86,65.3,63.28,65.3,65.07,66.31,64.51,66.43
1647028800.0,50400.0,0.8400311050629045,0.8695652173913043,0.9010989010989012,0.9806013579049466,0.5,0.9706785814018428,0.0,0.5702036441586281,0.5611111111111111,67.66,66.65,67.1,65.19,67.77,65.64,66.99,66.2,68.0,68.9,67.1,68.0,66.09,66.76,65.52,68.68
1647032400.0,54000.0,0.8327825145110673,0.9130434782608696,0.9010989010989012,0.979631425800194,0.53,0.9731220329516892,0.06,0.5723472668810289,0.5444444444444444,67.21,66.76,67.32,65.97,68.11,66.09,66.54,67.1,68.34,67.1,66.88,66.99,66.43,66.76,66.88,69.01
1647036000.0,57600.0,0.8015385897186659,0.9565217391304348,0.9010989010989012,0.979631425800194,0.62,0.9765777715721864,0.2,0.4962486602357985,0.5083333333333333,66.31,64.63,66.31,64.51,66.65,64.85,65.75,67.1,66.88,67.1,67.1,65.75,65.41,66.99,64.85,68.11
1647039600.0,61200.0,0.7300524897936512,1.0,0.9010989010989012,0.9786614936954412,0.74,0.9762636135157776,0.25,0.3922829581993569,0.4861111111111111,58.78,57.76,58.21,57.88,58.1,57.2,57.88,59.0,59.11,59.0,58.55,58.1,58.44,58.66,57.99,59.11
1647043200.0,64800.0,0.6700641541922404,0.0,0.912087912087912,0.979631425800194,0.83,0.9738550684166434,0.23,0.3054662379421222,0.5166666666666667,54.5,53.94,54.05,53.71,54.05,53.26,54.16,55.4,54.16,54.5,53.38,54.05,54.84,54.5,53.94,54.28
1647046800.0,68400.0,0.6525675563084956,0.0434782608695652,0.912087912087912,0.979631425800194,0.86,0.9730522200502651,1.0,0.262593783494105,0.5722222222222222,51.35,50.79,51.24,51.69,51.35,49.44,49.21,51.8,51.69,50.9,50.79,50.9,51.57,52.03,50.9,51.01
1647050400.0,72000.0,0.6450690143583193,0.0869565217391304,0.912087912087912,0.9786614936954412,0.88,0.9732616587545376,1.0,0.255091103965702,0.5666666666666667,46.63,46.63,47.75,48.2,44.6,42.58,42.91,44.6,45.39,45.5,44.71,45.05,46.17,45.84,45.95,45.28
1647054000.0,75600.0,0.6385702780014997,0.1304347826086956,0.912087912087912,0.976721629485936,0.9,0.9735409103602344,1.0,0.202572347266881,0.5305555555555556,48.54,47.97,48.42,49.32,47.19,44.71,44.49,47.3,48.42,48.2,47.19,47.3,47.19,47.41,46.63,47.08
1647057600.0,79200.0,0.6305718332546449,0.1739130434782608,0.912087912087912,0.9757516973811832,0.93,0.9735758168109468,1.0,0.2068595927116827,0.5472222222222223,46.4,46.17,46.51,46.74,45.84,44.94,45.84,47.3,46.63,46.4,45.61,46.29,45.95,46.06,45.72,45.95
1647061200.0,82800.0,0.663565417835421,0.217391304347826,0.912087912087912,0.973811833171678,0.9,0.9766126780228984,1.0,0.2433011789924973,0.5333333333333333,39.65,39.2,39.54,39.54,39.09,37.51,38.41,40.1,39.76,40.1,38.86,39.31,39.42,39.42,39.09,39.2
1647064800.0,86400.0,0.6538173133001917,0.2608695652173913,0.912087912087912,0.9718719689621726,0.94,0.9773806199385646,1.0,0.2379421221864952,0.5055555555555555,38.19,37.51,37.74,37.74,37.85,36.84,37.74,38.3,38.3,38.3,37.4,37.85,37.96,37.85,37.74,37.96
1647068400.0,90000.0,0.6683144944038659,0.3043478260869565,0.912087912087912,0.9699321047526672,0.96,0.9805222005026528,1.0,0.2840300107181136,0.5361111111111111,37.96,37.4,37.63,37.63,37.74,36.61,37.4,38.3,37.74,38.3,36.84,37.63,38.08,38.08,37.51,37.85
1647072000.0,93600.0,0.6718138139806149,0.3478260869565217,0.912087912087912,0.967992240543162,0.98,0.9820231778832728,1.0,0.1907824222936763,0.5,41.0,40.55,40.78,40.89,40.44,39.09,39.99,41.0,40.78,41.0,40.1,40.66,40.89,41.0,40.33,40.89
1647075600.0,97200.0,0.6705640569889189,0.391304347826087,0.912087912087912,0.9670223084384092,0.97,0.9818137391790002,1.0,0.0782422293676313,0.025,43.92,43.25,43.81,43.36,43.59,42.8,43.59,44.6,43.81,44.6,42.91,43.59,43.7,43.92,43.47,43.59
1647079200.0,100800.0,0.6275724164745745,0.4347826086956521,0.912087912087912,0.967992240543162,0.94,0.9742390393744764,1.0,0.4458735262593783,0.9944444444444444,37.4,36.61,36.95,36.28,37.06,35.94,36.72,37.4,37.06,37.4,36.39,36.95,36.84,37.17,36.72,36.84
1647082800.0,104400.0,0.4863498764129197,0.4782608695652174,0.912087912087912,0.97090203685742,0.93,0.9538885786093269,1.0,0.5444801714898178,0.9388888888888888,31.77,31.33,31.55,31.44,31.55,30.65,31.77,32.0,31.66,32.0,31.1,31.55,31.89,31.77,31.66,32.0
1647086400.0,108000.0,0.4476074096703419,0.5217391304347826,0.912087912087912,0.97090203685742,0.95,0.9495601787210276,1.0,0.3633440514469453,0.9666666666666668,31.21,30.54,31.33,31.21,31.21,30.31,31.1,32.0,31.33,32.0,30.99,31.44,31.55,31.33,30.88,31.66
1647090000.0,111600.0,0.4376093537367734,0.5652173913043478,0.912087912087912,0.97090203685742,0.96,0.9484082658475286,1.0,0.4694533762057877,0.9277777777777778,28.96,28.74,28.74,28.63,28.85,27.73,28.96,29.3,29.19,29.3,28.4,28.63,29.08,28.85,29.3,29.19
1647093600.0,115200.0,0.4196128530563501,0.6086956521739131,0.912087912087912,0.9718719689621726,0.9,0.9429628595364422,1.0,0.4790996784565916,0.9527777777777776,27.27,27.05,27.05,27.05,27.16,26.04,27.27,27.5,27.39,27.5,26.49,26.94,27.39,27.27,27.39,27.39
